Report_Name,Title Master Report
Report_ID,TR
Release,5
Institution_Name,"University of Mary Washington"
Institution_ID,CUP:8a9402095413b9bc015413e3df7216b0
Metric_Types,Total_Item_Investigations; Total_Item_Requests; Unique_Item_Requests; Unique_Title_Investigations; Unique_Title_Requests; No_License; Limit_Exceeded
Report_Filters,Data_Type=Book|Journal
Report_Attributes,Attributes_To_Show=Access_Method|Data_Type|Access_Type|Section_Type|YOP
Exceptions,"3060: Invalid ReportFilter Value (Request contained one or more filter values that are not supported by the server: Data_Type was invalid with the value(s) Platform); 3060: Invalid ReportFilter Value (Request contained one or more filter values that are not supported by the server: Access_Type was invalid with the value(s) Other_Free_To_Read)"
Reporting_Period,Begin_Date=2020-07-01; End_Date=2021-06-30
Created,2022-01-12T19:10:00Z
Created_By,Cambridge Core

Title,Publisher,Publisher_ID,Platform,DOI,Proprietary_ID,ISBN,Print_ISSN,Online_ISSN,URI,Data_Type,Section_Type,YOP,Access_Type,Access_Method,Metric_Type,Reporting_Period_Total,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021
"Modern American History",Cambridge University Press,,Cambridge Core,,CUP:MAH,,2515-0456,2397-1851,https://www.cambridge.org/core/product/identifier/MAH/type/journal,Journal,Article,"2020",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,1,0,0,0,0,0,
"American Journal of International Law",Cambridge University Press,,Cambridge Core,,CUP:AJI,,0002-9300,2161-7953,https://www.cambridge.org/core/product/identifier/AJI/type/journal,Journal,Article,"1941",Controlled,Regular,Total_Item_Investigations,4,0,0,0,0,0,0,0,4,0,0,0,0,
"American Journal of International Law",Cambridge University Press,,Cambridge Core,,CUP:AJI,,0002-9300,2161-7953,https://www.cambridge.org/core/product/identifier/AJI/type/journal,Journal,Article,"1941",Controlled,Regular,No_License,4,0,0,0,0,0,0,0,4,0,0,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Journal,Article,"1942",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Journal,Article,"1942",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"British Journal of Nutrition",Cambridge University Press,,Cambridge Core,,CUP:BJN,,0007-1145,1475-2662,https://www.cambridge.org/core/product/identifier/BJN/type/journal,Journal,Article,"1950",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Journal,Article,"1954",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Journal,Article,"1954",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"International Review of Social History",Cambridge University Press,,Cambridge Core,,CUP:ISH,,0020-8590,1469-512X,https://www.cambridge.org/core/product/identifier/ISH/type/journal,Journal,Article,"1959",Controlled,Regular,Total_Item_Investigations,3,0,0,0,0,0,0,0,1,2,0,0,0,
"International Review of Social History",Cambridge University Press,,Cambridge Core,,CUP:ISH,,0020-8590,1469-512X,https://www.cambridge.org/core/product/identifier/ISH/type/journal,Journal,Article,"1959",Controlled,Regular,Total_Item_Requests,3,0,0,0,0,0,0,0,1,2,0,0,0,
"International Review of Social History",Cambridge University Press,,Cambridge Core,,CUP:ISH,,0020-8590,1469-512X,https://www.cambridge.org/core/product/identifier/ISH/type/journal,Journal,Article,"1959",Controlled,Regular,Unique_Item_Requests,3,0,0,0,0,0,0,0,1,2,0,0,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Journal,Article,"1959",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Journal,Article,"1959",Controlled,Regular,No_License,2,0,0,0,0,0,0,0,2,0,0,0,0,
"The Journal of Ecclesiastical History",Cambridge University Press,,Cambridge Core,,CUP:ECH,,0022-0469,1469-7637,https://www.cambridge.org/core/product/identifier/ECH/type/journal,Journal,Article,"1961",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"The Journal of Ecclesiastical History",Cambridge University Press,,Cambridge Core,,CUP:ECH,,0022-0469,1469-7637,https://www.cambridge.org/core/product/identifier/ECH/type/journal,Journal,Article,"1961",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Journal,Article,"1964",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AQY,,0003-598X,1745-1744,https://www.cambridge.org/core/product/identifier/AQY/type/journal,Journal,Article,"1964",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"New Testament Studies",Cambridge University Press,,Cambridge Core,,CUP:NTS,,0028-6885,1469-8145,https://www.cambridge.org/core/product/identifier/NTS/type/journal,Journal,Article,"1970",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"New Testament Studies",Cambridge University Press,,Cambridge Core,,CUP:NTS,,0028-6885,1469-8145,https://www.cambridge.org/core/product/identifier/NTS/type/journal,Journal,Article,"1970",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Journal of the Marine Biological Association of the United Kingdom",Cambridge University Press,,Cambridge Core,,CUP:MBI,,0025-3154,1469-7769,https://www.cambridge.org/core/product/identifier/MBI/type/journal,Journal,Article,"1972",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Journal of the Marine Biological Association of the United Kingdom",Cambridge University Press,,Cambridge Core,,CUP:MBI,,0025-3154,1469-7769,https://www.cambridge.org/core/product/identifier/MBI/type/journal,Journal,Article,"1972",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"The Classical Review",Cambridge University Press,,Cambridge Core,,CUP:CAR,,0009-840X,1464-3561,https://www.cambridge.org/core/product/identifier/CAR/type/journal,Journal,Article,"1974",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"The Classical Review",Cambridge University Press,,Cambridge Core,,CUP:CAR,,0009-840X,1464-3561,https://www.cambridge.org/core/product/identifier/CAR/type/journal,Journal,Article,"1974",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Language in Society",Cambridge University Press,,Cambridge Core,,CUP:LSY,,0047-4045,1469-8013,https://www.cambridge.org/core/product/identifier/LSY/type/journal,Journal,Article,"1975",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Language in Society",Cambridge University Press,,Cambridge Core,,CUP:LSY,,0047-4045,1469-8013,https://www.cambridge.org/core/product/identifier/LSY/type/journal,Journal,Article,"1975",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"History of Education Quarterly",Cambridge University Press,,Cambridge Core,,CUP:HEQ,,0018-2680,1748-5959,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,Journal,Article,"1976",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"History of Education Quarterly",Cambridge University Press,,Cambridge Core,,CUP:HEQ,,0018-2680,1748-5959,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,Journal,Article,"1976",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Behavioral and Brain Sciences",Cambridge University Press,,Cambridge Core,,CUP:BBS,,0140-525X,1469-1825,https://www.cambridge.org/core/product/identifier/BBS/type/journal,Journal,Article,"1981",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Behavioral and Brain Sciences",Cambridge University Press,,Cambridge Core,,CUP:BBS,,0140-525X,1469-1825,https://www.cambridge.org/core/product/identifier/BBS/type/journal,Journal,Article,"1981",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"The British Journal of Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:BJP,,0007-1250,1472-1465,https://www.cambridge.org/core/product/identifier/BJP/type/journal,Journal,Article,"1982",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0,
"The British Journal of Psychiatry",Cambridge University Press,,Cambridge Core,,CUP:BJP,,0007-1250,1472-1465,https://www.cambridge.org/core/product/identifier/BJP/type/journal,Journal,Article,"1982",Controlled,Regular,No_License,2,0,0,0,0,0,0,0,2,0,0,0,0,
"The Journal of Ecclesiastical History",Cambridge University Press,,Cambridge Core,,CUP:ECH,,0022-0469,1469-7637,https://www.cambridge.org/core/product/identifier/ECH/type/journal,Journal,Article,"1989",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"The Journal of Ecclesiastical History",Cambridge University Press,,Cambridge Core,,CUP:ECH,,0022-0469,1469-7637,https://www.cambridge.org/core/product/identifier/ECH/type/journal,Journal,Article,"1989",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"History of Education Quarterly",Cambridge University Press,,Cambridge Core,,CUP:HEQ,,0018-2680,1748-5959,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,Journal,Article,"1990",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"History of Education Quarterly",Cambridge University Press,,Cambridge Core,,CUP:HEQ,,0018-2680,1748-5959,https://www.cambridge.org/core/product/identifier/HEQ/type/journal,Journal,Article,"1990",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Applied Psycholinguistics",Cambridge University Press,,Cambridge Core,,CUP:APS,,0142-7164,1469-1817,https://www.cambridge.org/core/product/identifier/APS/type/journal,Journal,Article,"1990",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Applied Psycholinguistics",Cambridge University Press,,Cambridge Core,,CUP:APS,,0142-7164,1469-1817,https://www.cambridge.org/core/product/identifier/APS/type/journal,Journal,Article,"1990",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Philosophy",Cambridge University Press,,Cambridge Core,,CUP:PHI,,0031-8191,1469-817X,https://www.cambridge.org/core/product/identifier/PHI/type/journal,Journal,Article,"1991",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Philosophy",Cambridge University Press,,Cambridge Core,,CUP:PHI,,0031-8191,1469-817X,https://www.cambridge.org/core/product/identifier/PHI/type/journal,Journal,Article,"1991",Controlled,Regular,No_License,3,0,0,0,0,0,0,0,2,1,0,0,0,
"Ramus",Cambridge University Press,,Cambridge Core,,CUP:RMU,,0048-671X,2202-932X,https://www.cambridge.org/core/product/identifier/RMU/type/journal,Journal,Article,"1992",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0,
"Ramus",Cambridge University Press,,Cambridge Core,,CUP:RMU,,0048-671X,2202-932X,https://www.cambridge.org/core/product/identifier/RMU/type/journal,Journal,Article,"1992",Controlled,Regular,No_License,2,0,0,0,0,0,0,0,2,0,0,0,0,
"Renaissance Quarterly",Cambridge University Press,,Cambridge Core,,CUP:RQX,,0034-4338,1935-0236,https://www.cambridge.org/core/product/identifier/RQX/type/journal,Journal,Article,"1992",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Renaissance Quarterly",Cambridge University Press,,Cambridge Core,,CUP:RQX,,0034-4338,1935-0236,https://www.cambridge.org/core/product/identifier/RQX/type/journal,Journal,Article,"1992",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Journal of Interamerican Studies and World Affairs",Cambridge University Press,,Cambridge Core,,CUP:JWA,,0022-1937,2162-2736,https://www.cambridge.org/core/product/identifier/JWA/type/journal,Journal,Article,"1997",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Journal of Interamerican Studies and World Affairs",Cambridge University Press,,Cambridge Core,,CUP:JWA,,0022-1937,2162-2736,https://www.cambridge.org/core/product/identifier/JWA/type/journal,Journal,Article,"1997",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Parasitology",Cambridge University Press,,Cambridge Core,,CUP:PAR,,0031-1820,1469-8161,https://www.cambridge.org/core/product/identifier/PAR/type/journal,Journal,Article,"1998",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Parasitology",Cambridge University Press,,Cambridge Core,,CUP:PAR,,0031-1820,1469-8161,https://www.cambridge.org/core/product/identifier/PAR/type/journal,Journal,Article,"1998",Controlled,Regular,No_License,4,0,0,0,0,0,0,0,4,0,0,0,0,
"Glasgow Mathematical Journal",Cambridge University Press,,Cambridge Core,,CUP:GMJ,,0017-0895,1469-509X,https://www.cambridge.org/core/product/identifier/GMJ/type/journal,Journal,Article,"1999",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0,
"Glasgow Mathematical Journal",Cambridge University Press,,Cambridge Core,,CUP:GMJ,,0017-0895,1469-509X,https://www.cambridge.org/core/product/identifier/GMJ/type/journal,Journal,Article,"1999",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Glasgow Mathematical Journal",Cambridge University Press,,Cambridge Core,,CUP:GMJ,,0017-0895,1469-509X,https://www.cambridge.org/core/product/identifier/GMJ/type/journal,Journal,Article,"1999",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Journal,Article,"2000",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Environmental Conservation",Cambridge University Press,,Cambridge Core,,CUP:ENC,,0376-8929,1469-4387,https://www.cambridge.org/core/product/identifier/ENC/type/journal,Journal,Article,"2001",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Journal,Article,"2002",Controlled,Regular,Total_Item_Investigations,3,0,0,0,0,0,0,0,1,0,0,2,0,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Journal,Article,"2002",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0,
"The Journal of Economic History",Cambridge University Press,,Cambridge Core,,CUP:JEH,,0022-0507,1471-6372,https://www.cambridge.org/core/product/identifier/JEH/type/journal,Journal,Article,"2002",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,0,0,0,1,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Journal,Article,"2003",Controlled,Regular,Total_Item_Investigations,3,0,0,0,0,0,0,0,2,1,0,0,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Journal,Article,"2003",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0,
"International Organization",Cambridge University Press,,Cambridge Core,,CUP:INO,,0020-8183,1531-5088,https://www.cambridge.org/core/product/identifier/INO/type/journal,Journal,Article,"2003",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Journal,Article,"2003",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Journal,Article,"2003",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0,
"American Political Science Review",Cambridge University Press,,Cambridge Core,,CUP:PSR,,0003-0554,1537-5943,https://www.cambridge.org/core/product/identifier/PSR/type/journal,Journal,Article,"2003",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0,
"British Journal of Nutrition",Cambridge University Press,,Cambridge Core,,CUP:BJN,,0007-1145,1475-2662,https://www.cambridge.org/core/product/identifier/BJN/type/journal,Journal,Article,"2004",Controlled,Regular,Total_Item_Investigations,2,0,0,0,0,0,0,0,2,0,0,0,0,
"American Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AAQ,,0002-7316,2325-5064,https://www.cambridge.org/core/product/identifier/AAQ/type/journal,Journal,Article,"2005",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"American Antiquity",Cambridge University Press,,Cambridge Core,,CUP:AAQ,,0002-7316,2325-5064,https://www.cambridge.org/core/product/identifier/AAQ/type/journal,Journal,Article,"2005",Controlled,Regular,No_License,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Parasitology",Cambridge University Press,,Cambridge Core,,CUP:PAR,,0031-1820,1469-8161,https://www.cambridge.org/core/product/identifier/PAR/type/journal,Journal,Article,"2005",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Parasitology",Cambridge University Press,,Cambridge Core,,CUP:PAR,,0031-1820,1469-8161,https://www.cambridge.org/core/product/identifier/PAR/type/journal,Journal,Article,"2005",Controlled,Regular,Total_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Parasitology",Cambridge University Press,,Cambridge Core,,CUP:PAR,,0031-1820,1469-8161,https://www.cambridge.org/core/product/identifier/PAR/type/journal,Journal,Article,"2005",Controlled,Regular,Unique_Item_Requests,1,0,0,0,0,0,0,0,1,0,0,0,0,
"The Journal of the Gilded Age and Progressive Era",Cambridge University Press,,Cambridge Core,,CUP:JGA,,1537-7814,1943-3557,https://www.cambridge.org/core/product/identifier/JGA/type/journal,Journal,Article,"2007",Controlled,Regular,Total_Item_Investigations,3,0,0,0,0,0,0,0,3,0,0,0,0,
"The Journal of the Gilded Age and Progressive Era",Cambridge University Press,,Cambridge Core,,CUP:JGA,,1537-7814,1943-3557,https://www.cambridge.org/core/product/identifier/JGA/type/journal,Journal,Article,"2007",Controlled,Regular,No_License,3,0,0,0,0,0,0,0,3,0,0,0,0,
"The Historical Journal",Cambridge University Press,,Cambridge Core,,CUP:HIS,,0018-246X,1469-5103,https://www.cambridge.org/core/product/identifier/HIS/type/journal,Journal,Article,"2007",Controlled,Regular,Total_Item_Investigations,25,0,0,0,0,0,0,0,25,0,0,0,0,
"The Historical Journal",Cambridge University Press,,Cambridge Core,,CUP:HIS,,0018-246X,1469-5103,https://www.cambridge.org/core/product/identifier/HIS/type/journal,Journal,Article,"2007",Controlled,Regular,Total_Item_Requests,16,0,0,0,0,0,0,0,16,0,0,0,0,
"The Historical Journal",Cambridge University Press,,Cambridge Core,,CUP:HIS,,0018-246X,1469-5103,https://www.cambridge.org/core/product/identifier/HIS/type/journal,Journal,Article,"2007",Controlled,Regular,Unique_Item_Requests,14,0,0,0,0,0,0,0,14,0,0,0,0,
"Japanese Journal of Political Science",Cambridge University Press,,Cambridge Core,,CUP:JJP,,1468-1099,1474-0060,https://www.cambridge.org/core/product/identifier/JJP/type/journal,Journal,Article,"2007",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Journal of Biosocial Science",Cambridge University Press,,Cambridge Core,,CUP:JBS,,0021-9320,1469-7599,https://www.cambridge.org/core/product/identifier/JBS/type/journal,Journal,Article,"2007",Controlled,Regular,Total_Item_Investigations,1,0,0,0,0,0,0,0,1,0,0,0,0,
"Ageing & Society",Cambridge University Press,,Cambridge Core,,CUP:ASO,,0144-686X,1469-1779,https://www.cambridge.org/core/product/identifier/ASO/type/journal,Journal,Article,"2007",Controlled,Regular,Total_Item_Investigations,3,0,0,0,0,0,0,0,1,0,0,2,0,
